id,uniprot,gene,chrom,start,end
K10738,F4IFF3,AT2G14050,,,
K17619,Q6IDA8,AT2G14110,,,
K17065,F4IFG2,AT2G14120,,,
K00140,A8MQR6,AT2G14170,,,
K01259,P93732,AT2G14260,,,
K11098,Q570S3,AT2G14285,,,
K00860,Q43295,AT2G14750,,,
K12833,O82325,AT2G14870,,,
K07977,Q9SHU5,AT2G15310,,,
K03011,A8MR04,AT2G15400,,,
K00366,Q39161,AT2G15620,,,
K05864,Q9C566,AT2G15790,,,
K15455,Q8GY44,AT2G15910,,,
K02975,Q9SIW5,AT2G16360,,,
K13998,Q05762,AT2G16370,,,
K02212,Q0WVF5,AT2G16440,,,
K01583,Q9SI64,AT2G16500,,,
K12345,Q9SI62,AT2G16530,,,
K00764,Q9SI61,AT2G16570,,,
K13249,Q6AWS7,AT2G16595,,,
K18213,Q680B9,AT2G16650,,,
K10752,O22468,AT2G16780,,,
K00851,B3H6H9,AT2G16790,,,
K12868,Q9ZVX7,AT2G16860,,,
K02899,Q9ZVX0,AT2G16930,,,
K13091,F4ILE0,AT2G16940,,,
K18752,Q8H0U4,AT2G16950,,,
K04523,Q9SII9,AT2G17190,,,
K14771,F4IMH3,AT2G17250,,,
K00872,Q8L7R2,AT2G17265,,,
K02987,F4IMI7,AT2G17360,,,
K12394,Q8LEZ8,AT2G17380,,,
K00384,Q39242,AT2G17420,,,
K12585,F4INI6,AT2G17510,,,
K08852,Q9C5S2,AT2G17520,,,
K00831,Q9SHP0,AT2G17630,,,
K18468,Q7X659,AT2G17790,,,
K19366,O48832,AT2G17840,,,
K08874,F4IPJ1,AT2G17930,,,
K02938,P46286,AT2G18020,,,
K07304,Q9SL43,AT2G18030,,,
K09578,Q9SL42,AT2G18040,,,
K20537,Q39027,AT2G18170,,,
K14833,Q9ZPV5,AT2G18220,,,
K02201,Q9ZPV8,AT2G18250,,,
K03357,Q9ZPW2,AT2G18290,,,
K17681,Q9ZPW5,AT2G18330,,,
K07943,Q9ZPX1,AT2G18390,,,
K00234,Q9ZPX5,AT2G18450,,,
K12831,Q9ZU66,AT2G18510,,,
K10579,Q9ZU75,AT2G18600,,,
K00901,Q8VZG1,AT2G18730,,,
K11097,A8MRL6,AT2G18740,,,
K10841,Q9ZV43,AT2G18760,,,
K12272,Q9ZV42,AT2G18770,,,
K12121,P14713,AT2G18790,,,
K14552,F4IRI1,AT2G18900,,,
K12117,Q8W420,AT2G18915,,,
K09833,Q8VWJ1,AT2G18950,,,
K17776,O64471,AT2G19080,,,
K01534,Q0WUP4,AT2G19110,,,
K16224,O64483,AT2G19190,,,
K18469,O64557,AT2G19240,,,
K13105,O64560,AT2G19270,,,
K15263,Q8S8S8,AT2G19385,,,
K13175,Q8L4M1,AT2G19430,,,
K11155,Q9SLD2,AT2G19450,,,
K11279,A8MRK6,AT2G19480,,,
K14848,Q9ZUN8,AT2G19540,,,
K01489,O65896,AT2G19570,,,
K02140,O82209,AT2G19680,,,
K02903,O82204,AT2G19730,,,
K02910,Q9SLL7,AT2G19740,,,
K02983,Q0WWR7,AT2G19750,,,
K05759,Q42449,AT2G19760,,,
K12403,O82201,AT2G19790,,,
K12194,O82197,AT2G19830,,,
K15507,Q8W497,AT2G19870,,,
K00145,Q93Z70,AT2G19940,,,
K03350,Q8LGU6,AT2G20000,,,
K03062,Q9SL67,AT2G20140,,,
K16578,Q8RWY6,AT2G20190,,,
K02693,Q9S714,AT2G20260,,,
K01592,Q8RY79,AT2G20340,,,
K03953,Q9SK66,AT2G20360,,,
K01900,O82662,AT2G20420,,,
K02875,Q9SIM4,AT2G20450,,,
K11130,F4IVE5,AT2G20490,,,
K08880,B3H6D6,AT2G20495,,,
K17804,Q1PF33,AT2G20510,,,
K03028,Q9SIV2,AT2G20580,,,
K11819,Q9SIV0,AT2G20610,,,
K02178,F4IVI0,AT2G20635,,,
K00793,Q9SKU8,AT2G20690,,,
K19023,Q8W0Z6,AT2G20790,,,
K03644,Q9ZWT1,AT2G20860,,,
K10736,Q5XVE2,AT2G20980,,,
K06970,F4IGH5,AT2G21070,,,
K13119,Q8H110,AT2G21150,,,
K01803,A8MRE8,AT2G21170,,,
K00085,Q9SJV1,AT2G21260,,,
K14016,Q9SJV0,AT2G21270,,,
K07071,Q9SJU9,AT2G21280,,,
K19033,Q9SJU8,AT2G21290,,,
K02154,Q9SJT7,AT2G21410,,,
K01373,Q058I7,AT2G21430,,,
K14573,Q9SJT4,AT2G21440,,,
K10685,F4IHI1,AT2G21470,,,
K10999,Q9SJ22,AT2G21770,,,
K10807,Q9SJ20,AT2G21790,,,
K10882,Q84M98,AT2G21800,,,
K00891,A8MRG1,AT2G21940,,,
K12169,F4IIK4,AT2G22010,,,
K02372,Q9SIE3,AT2G22230,,,
K01858,Q38862,AT2G22240,,,
K15849,Q9SIE1,AT2G22250,,,
K07893,Q9SID8,AT2G22290,,,
K11842,F4IJH1,AT2G22310,,,
K11813,Q501D8,AT2G22330,,,
K15135,Q9SJZ6,AT2G22370,,,
K15334,Q8L601,AT2G22400,,,
K12946,Q944J0,AT2G22425,,,
K14652,Q6NLQ7,AT2G22450,,,
K00850,Q8VYN6,AT2G22480,,,
K15104,Q9SJY5,AT2G22500,,,
K05310,F4IJJ8,AT2G22530,,,
K05752,Q94JY4,AT2G22640,,,
K15193,Q9ZQ42,AT2G22720,,,
K01762,Q43309,AT2G22810,,,
K03978,O81004,AT2G22870,,,
K14682,Q84JF4,AT2G22910,,,
K09757,F4IKK4,AT2G22990,,,
K03097,O64816,AT2G23070,,,
K21398,Q9SNV9,AT2G23150,,,
K09919,O80456,AT2G23390,,,
K00763,Q84WV8,AT2G23420,,,
K08233,O80476,AT2G23600,,,
K11099,A8MSG1,AT2G23930,,,
K03260,O82233,AT2G24050,,,
K02520,O82234,AT2G24060,,,
K02916,Q8VZ55,AT2G24090,,,
K15095,Q9ZUH5,AT2G24190,,,
K01255,P30184,AT2G24200,,,
K12467,Q9ZUH4,AT2G24210,,,
K00131,Q1WIQ6,AT2G24270,,,
K01285,Q93Z34,AT2G24280,,,
K10739,Q9ZQ19,AT2G24490,,,
K14816,Q9ZQ18,AT2G24500,,,
K00306,Q9SJA7,AT2G24580,,,
K07942,P40940,AT2G24765,,,
K00815,Q9SK47,AT2G24850,,,
K17278,Q9SK39,AT2G24940,,,
K07178,Q9SK34,AT2G24990,,,
K17499,O81716,AT2G25070,,,
K10743,A8MRI6,AT2G25100,,,
K11643,Q9S775,AT2G25170,,,
K02924,P51424,AT2G25210,,,
K06990,Q9SIR5,AT2G25280,,,
K08515,Q9SIQ9,AT2G25340,,,
K03681,A8MQZ8,AT2G25355,,,
K14515,Q9SKK0,AT2G25490,,,
K03661,Q9SLA2,AT2G25610,,,
K19027,F4ISN0,AT2G25730,,,
K11793,Q5E916,AT2G25740,,,
K01867,Q8RXE9,AT2G25840,,,
K08850,F4ITJ0,AT2G25880,,,
K18740,F4ITJ6,AT2G25910,,,
K12125,O82804,AT2G25930,,,
K10632,O80996,AT2G26000,,,
K00281,O80988,AT2G26080,,,
K00365,O04420,AT2G26230,,,
K19729,P18064,AT2G26300,,,
K13346,Q9SYU4,AT2G26350,,,
K08967,O48707,AT2G26400,,,
K13109,O48713,AT2G26460,,,
K01719,O48721,AT2G26540,,,
K15639,O48786,AT2G26710,,,
K11886,F4IVJ8,AT2G26780,,,
K01640,O81027,AT2G26800,,,
K00894,O81024,AT2G26830,,,
K09533,F4IVL6,AT2G26890,,,
K00919,O81014,AT2G26930,,,
K13288,B9DGF1,AT2G26970,,,
K14686,Q8GWP3,AT2G26975,,,
K12176,Q8W207,AT2G26990,,,
K02727,O23715,AT2G27020,,,
K09842,Q7G9P4,AT2G27150,,,
K06669,Q56YN8,AT2G27170,,,
K03434,Q6NLZ3,AT2G27340,,,
K12655,F4IFS7,AT2G27350,,,
K12251,Q8VYF5,AT2G27450,,,
K02326,Q9ZQH2,AT2G27470,,,
K00859,Q9ZQH0,AT2G27490,,,
K02943,F4IGR3,AT2G27710,,,
K00791,Q9ZUX7,AT2G27760,,,
K09646,Q67Y83,AT2G27920,,,
K02219,O23249,AT2G27960,,,
K13528,Q8S8F0,AT2G28020,,,
K06966,Q8RUN2,AT2G28305,,,
K15332,F4IIP9,AT2G28450,,,
K10643,Q0WQD5,AT2G28540,,,
K09284,F4IIR3,AT2G28550,,,
K10869,Q9SK02,AT2G28560,,,
K10398,F4IIS5,AT2G28620,,,
K08678,Q9ZV36,AT2G28760,,,
K09832,Q9ZV29,AT2G28850,,,
K13950,Q8LPN3,AT2G28880,,,
K09843,O81077,AT2G29090,,,
K17943,Q9ZW02,AT2G29140,,,
K13171,Q8L7W3,AT2G29210,,,
K14689,Q6DBM8,AT2G29410,,,
K17778,Q9ZW33,AT2G29530,,,
K03020,Q42483,AT2G29540,,,
K03147,O82392,AT2G29630,,,
K15235,O82391,AT2G29640,,,
K01657,P32069,AT2G29690,,,
K10257,P48623,AT2G29980,,,
K14004,O64740,AT2G30050,,,
K03178,P93028,AT2G30110,,,
K00645,Q8RU07,AT2G30200,,,
K13423,O22921,AT2G30250,,,
K11094,O22922,AT2G30260,,,
K15078,Q682H4,AT2G30350,,,
K01772,F4IMT3,AT2G30390,,,
K17292,O04350,AT2G30410,,,
K00487,P92994,AT2G30490,,,
K02721,Q39194,AT2G30570,,,
K17361,Q6AWX1,AT2G30720,,,
K11868,O49342,AT2G30770,,,
K05757,O80856,AT2G30910,,,
K00591,O49354,AT2G30920,,,
K14455,P46643,AT2G30970,,,
K02116,O82279,AT2G31040,,,
K01883,F4IQQ3,AT2G31170,,,
K17907,Q8RUS5,AT2G31260,,,
K10727,Q9SJW9,AT2G31270,,,
K17553,Q8S8F7,AT2G31305,,,
K10798,Q9ZP54,AT2G31320,,,
K10761,F4IRQ5,AT2G31580,,,
K02985,Q9SIP7,AT2G31610,,,
K01653,Q93YZ7,AT2G31810,,,
K07759,Q8VYA1,AT2G31865,,,
K10357,F4IRU3,AT2G31900,,,
K03639,Q39055,AT2G31955,,,
K10866,Q9SL02,AT2G31970,,,
K03165,F4ISQ7,AT2G32000,,,
K02901,Q9SKX8,AT2G32220,,,
K00968,Q9ZV56,AT2G32260,,,
K12951,F4ITQ7,AT2G32415,,,
K01061,O80889,AT2G32520,,,
K12606,Q58FZ9,AT2G32550,,,
K06676,Q564K3,AT2G32590,,,
K12826,O80897,AT2G32600,,,
K12160,Q8VZI7,AT2G32765,,,
K08853,O50071,AT2G32850,,,
K11578,O48626,AT2G32900,,,
K10143,P43254,AT2G32950,,,
K16585,O48767,AT2G32980,,,
K02136,Q96250,AT2G33040,,,
K02902,O22795,AT2G33450,,,
K20027,Q6DR03,AT2G33640,,,
K03926,P93009,AT2G33740,,,
K07555,O22958,AT2G34050,,,
K15172,O80770,AT2G34210,,,
K14794,F4IHU8,AT2G34357,,,
K03189,F4IHW4,AT2G34470,,,
K02954,Q9SMX4,AT2G34520,,,
K14773,Q8L8C2,AT2G34570,,,
K14066,Q5HZ00,AT2G34630,,,
K03240,O64760,AT2G34970,,,
K03859,O64761,AT2G34980,,,
K00602,O64767,AT2G35040,,,
K12493,O82171,AT2G35210,,,
K16803,Q94FN2,AT2G35630,,,
K09531,Q39079,AT2G35720,,,
K09539,Q8RV04,AT2G35795,,,
K12733,Q9SIH1,AT2G36130,,,
K02955,Q9SIH0,AT2G36160,,,
K02927,Q42202,AT2G36170,,,
K01814,O82782,AT2G36230,,,
K03531,O82533,AT2G36250,,,
K08658,Q8GW19,AT2G36305,,,
K01240,Q9SJM7,AT2G36310,,,
K00700,O23647,AT2G36390,,,
K02896,Q42347,AT2G36620,,,
K12185,Q3EBL9,AT2G36680,,,
K11664,F4IP06,AT2G36740,,,
K13496,W8Q3B6,AT2G36750,,,
K08496,F4IP31,AT2G36900,,,
K14821,Q9SJL4,AT2G36930,,,
K10775,P35510,AT2G37040,,,
K02870,P50883,AT2G37190,,,
K00939,Q9ZUU1,AT2G37250,,,
K02989,Q9ZUT9,AT2G37270,,,
K02069,Q9ZUT3,AT2G37330,,,
K00620,Q9ZUR7,AT2G37500,,,
K12492,O80925,AT2G37550,,,
K02604,Q38899,AT2G37560,,,
K02920,O80929,AT2G37600,,,
K11808,Q84TI2,AT2G37690,,,
K08269,F4IRW0,AT2G37840,,,
K14852,Q9SH88,AT2G37990,,,
K01962,Q9LD43,AT2G38040,,,
K09591,Q38944,AT2G38050,,,
K00670,O80438,AT2G38130,,,
K06215,O80448,AT2G38230,,,
K01490,O80452,AT2G38280,,,
K00827,F4ISY3,AT2G38400,,,
K14685,O80905,AT2G38460,,,
K13424,Q8S8P5,AT2G38470,,,
K03145,Q9ZVH8,AT2G38560,,,
K00967,Q9ZVI9,AT2G38670,,,
K01081,F4ITW1,AT2G38680,,,
K01597,O23722,AT2G38700,,,
K09567,Q9ZVJ4,AT2G38730,,,
K12874,Q8L5Y4,AT2G38770,,,
K12183,F4ITY4,AT2G38830,,,
K18881,B3H6C6,AT2G38860,,,
K10950,F4IU09,AT2G38960,,,
K03354,Q8VY89,AT2G39090,,,
K15015,F4IUW3,AT2G39130,,,
K14327,F4IUX6,AT2G39260,,,
K00995,O80952,AT2G39290,,,
K02918,O80626,AT2G39390,,,
K10745,F4IVV8,AT2G39440,,,
K02893,Q8LD46,AT2G39460,,,
K11713,O80642,AT2G39550,,,
K00729,Q9SLN0,AT2G39630,,,
K06941,O48815,AT2G39670,,,
K18167,Q8VZU1,AT2G39725,,,
K15414,Q8W487,AT2G39795,,,
K12657,P54887,AT2G39800,,,
K16278,Q84JU6,AT2G39810,,,
K03264,O22290,AT2G39820,,,
K01214,O04196,AT2G39930,,,
K13463,O04197,AT2G39940,,,
K12947,P58684,AT2G39960,,,
K13354,O04200,AT2G39970,,,
K03249,O04202,AT2G39990,,,
K02941,O04204,AT2G40010,,,
K16251,Q5D869,AT2G40030,,,
K08915,F4IGY6,AT2G40100,,,
K05857,Q8GV43,AT2G40116,,,
K03844,W8PUX5,AT2G40190,,,
K03237,A2RVK1,AT2G40290,,,
K00522,Q9S756,AT2G40300,,,
K14824,F4IH25,AT2G40360,,,
K14840,F4IH36,AT2G40430,,,
K01599,O22886,AT2G40490,,,
K02976,Q8LPJ7,AT2G40510,,,
K15463,F4II10,AT2G40570,,,
K12849,Q8LB54,AT2G40650,,,
K15437,Q93VB0,AT2G40660,,,
K00006,Q949Q0,AT2G40690,,,
K14806,Q7XJN0,AT2G40700,,,
K08876,F4II29,AT2G40730,,,
K15710,F4II36,AT2G40770,,,
K15025,F4II38,AT2G40780,,,
K00705,Q8RXD9,AT2G40840,,,
K09754,O22203,AT2G40890,,,
K12865,Q67ZZ1,AT2G41020,,,
K00284,Q9T0P4,AT2G41220,,,
K03013,Q9ZVB9,AT2G41340,,,
K16584,F4IK01,AT2G41350,,,
K01142,B3H7C2,AT2G41460,,,
K01001,O22211,AT2G41490,,,
K12662,O22212,AT2G41500,,,
K09527,F4IKX0,AT2G41520,,,
K01070,Q8LAS8,AT2G41530,,,
K14309,O22224,AT2G41620,,,
K03124,Q53YU0,AT2G41630,,,
K01408,O22941,AT2G41790,,,
K00942,P93757,AT2G41880,,,
K14209,F4ILY9,AT2G42005,,,
K18453,P93740,AT2G42070,,,
K02328,F4IM00,AT2G42120,,,
K19038,Q9SLC3,AT2G42360,,,
K13944,Q9SLB7,AT2G42430,,,
K13945,Q9SLB6,AT2G42440,,,
K11594,Q84W89,AT2G42520,,,
K03627,Q9SJI8,AT2G42680,,,
K02868,Q0WQZ1,AT2G42740,,,
K15077,F4IP79,AT2G42780,,,
K01647,Q9SJH7,AT2G42790,,,
K04460,Q84XU2,AT2G42810,,,
K16189,Q8W2F3,AT2G43010,,,
K02906,Q9SKX4,AT2G43030,,,
K01704,F4IQ61,AT2G43090,,,
K21359,Q9ZW84,AT2G43100,,,
K12471,Q67YI9,AT2G43160,,,
K03538,F4IQ78,AT2G43190,,,
K01012,Q24JJ0,AT2G43360,,,
K13155,Q8VY74,AT2G43370,,,
K00311,O22854,AT2G43400,,,
K02923,O22860,AT2G43460,,,
K03104,O04421,AT2G43640,,,
K14767,Q8L3P4,AT2G43650,,,
K03635,O22827,AT2G43760,,,
K12857,O22826,AT2G43770,,,
K14512,Q39026,AT2G43790,,,
K12625,O22823,AT2G43810,,,
K13691,W8Q3A1,AT2G43820,,,
K15191,O80567,AT2G43970,,,
K00215,O80574,AT2G44040,,,
K00794,O80575,AT2G44050,,,
K17255,Q96254,AT2G44100,,,
K08342,Q8S929,AT2G44140,,,
K11423,Q945S8,AT2G44150,,,
K00297,O80585,AT2G44160,,,
K14662,O64876,AT2G44420,,,
K15262,O64885,AT2G44510,,,
K02257,O64886,AT2G44520,,,
K11271,F4IU60,AT2G44580,,,
K03849,O80505,AT2G44660,,,
K03115,O80507,AT2G44680,,,
K16818,Q948R1,AT2G44810,,,
K17912,Q7XJM2,AT2G44990,,,
K14306,Q8L7F7,AT2G45000,,,
K09481,P38389,AT2G45070,,,
K01409,O22145,AT2G45270,,,
K10870,F4IW45,AT2G45280,,,
K00615,F4IW47,AT2G45290,,,
K10669,F4IW52,AT2G45330,,,
K01714,Q9FVC8,AT2G45440,,,
K14324,F4IG85,AT2G45640,,,
K13335,Q8S8S1,AT2G45690,,,
K12161,A0MDQ1,AT2G45695,,,
K02978,Q0WS09,AT2G45710,,,
K03256,O80846,AT2G45730,,,
K03110,O80842,AT2G45770,,,
K17497,O80840,AT2G45790,,,
K12614,Q94BV4,AT2G45810,,,
K11647,Q6EVK6,AT2G46020,,,
K00606,O82357,AT2G46110,,,
K13076,Q3EBF7,AT2G46210,,,
K03246,Q38884,AT2G46280,,,
K15119,F4II70,AT2G46320,,,
K16240,Q9SYX2,AT2G46340,,,
K14506,Q9SKE2,AT2G46370,,,
K18423,Q9ZPY7,AT2G46520,,,
K12893,Q9ZPX8,AT2G46610,,,
K12128,Q8L500,AT2G46790,,,
K12134,P92973,AT2G46830,,,
K02835,A2RVR7,AT2G47020,,,
K11324,Q8VZL6,AT2G47210,,,
K12820,O22899,AT2G47250,,,
K01164,F4IL30,AT2G47300,,,
K12835,O22907,AT2G47330,,,
K11797,F4IL44,AT2G47410,,,
K14191,O22268,AT2G47420,,,
K12271,O22265,AT2G47450,,,
K01679,P93033,AT2G47510,,,
K02883,O22254,AT2G47570,,,
K11091,Q39244,AT2G47580,,,
K03452,O22252,AT2G47600,,,
K02936,P49692,AT2G47610,,,
K11096,Q8RUH0,AT2G47640,,,
K03938,B3H4P7,AT2G47690,,,
K03845,O82244,AT2G47760,,,
K14015,O82264,AT2G47970,,,
K06671,O82265,AT2G47980,,,
K14549,O82266,AT2G47990,,,
K20867,W8Q6V8,AT3G01040,,,
K07198,Q38997,AT3G01090,,,
K00703,W8QNS2,AT3G01180,,,
K20115,Q9MAC9,AT3G01200,,,
K01785,F4J5Z7,AT3G01260,,,
K15040,Q9SRH5,AT3G01280,,,
K05285,F4JD48,AT3G01380,,,
K02152,O82628,AT3G01390,,,
K10529,Q9SGH6,AT3G01420,,,
K15131,Q6ID77,AT3G01435,,,
K01792,Q9SS96,AT3G01590,,,
K14571,Q9SS94,AT3G01610,,,
K16190,Q93ZC9,AT3G01640,,,
K17435,Q9S799,AT3G01740,,,
K02838,Q6NQM0,AT3G01800,,,
K11650,Q147F4,AT3G01890,,,
K00387,F4JBZ5,AT3G01910,,,
K00928,Q9S702,AT3G02020,,,
K19466,Q3EBD3,AT3G02065,,,
K02966,Q9SGA6,AT3G02080,,,
K17732,Q42290,AT3G02090,,,
K15030,Q8W4A0,AT3G02200,,,
K13379,W8PVH6,AT3G02230,,,
K10691,Q9SRU2,AT3G02260,,,
K00555,Q9SRU7,AT3G02320,,,
K01611,Q96286,AT3G02470,,,
K09498,Q9M888,AT3G02530,,,
K00227,Q67XU7,AT3G02580,,,
K10867,Q0H8D7,AT3G02680,,,
K12864,A3KPF3,AT3G02710,,,
K01892,F4IYF8,AT3G02760,,,
K01823,Q42553,AT3G02780,,,
K10904,Q8GW91,AT3G02820,,,
K13104,A2RVV3,AT3G02860,,,
K10047,F4IYH1,AT3G02870,,,
K13176,Q9M8T6,AT3G02950,,,
K04794,Q9M8U2,AT3G03010,,,
K03939,Q9M9M6,AT3G03070,,,
K11352,F4IZR4,AT3G03100,,,
K14290,F4IZR5,AT3G03110,,,
K00963,Q9M9P3,AT3G03250,,,
K18156,Q9SRP6,AT3G03420,,,
K18858,Q9SRQ2,AT3G03480,,,
K13337,Q9SRQ3,AT3G03490,,,
K03424,Q9SRQ4,AT3G03500,,,
K02967,Q9GCB9,AT3G03600,,,
K00962,Q8GZQ3,AT3G03710,,,
K00549,Q9SRV5,AT3G03780,,,
K00261,Q9S7A0,AT3G03910,,,
K11128,Q8VZT0,AT3G03920,,,
K09500,Q94K05,AT3G03960,,,
K14641,Q9SQG2,AT3G04080,,,
K09875,Q9M8W5,AT3G04090,,,
K13156,Q9M8X2,AT3G04160,,,
K09667,Q9M8Y0,AT3G04240,,,
K13345,Q9M841,AT3G04460,,,
K06927,F4J3Q1,AT3G04480,,,
K14399,Q9SR06,AT3G04680,,,
K15156,Q9SR02,AT3G04740,,,
K06176,Q5XVC2,AT3G04820,,,
K02984,Q9CAV0,AT3G04840,,,
K00514,Q38893,AT3G04870,,,
K02974,Q9SS17,AT3G04920,,,
K20003,Q3EBC2,AT3G04970,,,
K14289,Q0WP44,AT3G05040,,,
K14565,Q9MAB3,AT3G05060,,,
K12871,Q9MAB2,AT3G05070,,,
K15361,Q93ZS6,AT3G05090,,,
K14493,Q9MAA7,AT3G05120,,,
K10849,Q9MA98,AT3G05210,,,
K18636,Q84M91,AT3G05330,,,
K17398,Q9MA56,AT3G05430,,,
K10994,Q9MA61,AT3G05480,,,
K10364,F4J7C4,AT3G05520,,,
K08489,Q9SUJ1,AT3G05710,,,
K12848,F4J8I3,AT3G05760,,,
K08675,Q9M9L8,AT3G05780,,,
K03358,Q9M9L0,AT3G05870,,,
K14319,Q9SFG4,AT3G06000,,,
K04708,Q0WRJ2,AT3G06060,,,
K20551,Q9M8K7,AT3G06110,,,
K03952,B3H556,AT3G06310,,,
K02913,Q9SQT5,AT3G06320,,,
K13832,Q9SQT8,AT3G06350,,,
K11654,F4JAV9,AT3G06400,,,
K00898,Q9SBJ1,AT3G06483,,,
K14550,F4JAY0,AT3G06530,,,
K18674,Q9SEE5,AT3G06580,,,
K17491,F4JC31,AT3G06670,,,
K02905,Q84WM0,AT3G06680,,,
K00249,Q8RWZ3,AT3G06810,,,
K09699,Q9M7Z1,AT3G06850,,,
K10527,Q9ZPI5,AT3G06860,,,
K08592,Q8GYL3,AT3G06910,,,
K05931,Q84W92,AT3G06930,,,
K13179,Q8GUG7,AT3G06980,,,
K13457,Q39214,AT3G07040,,,
K14538,Q9M8Z5,AT3G07050,,,
K15289,Q9SFT8,AT3G07080,,,
K14007,Q9SFU0,AT3G07100,,,
K02872,F4JD96,AT3G07110,,,
K05292,Q949U5,AT3G07140,,,
K05291,F4JDA5,AT3G07180,,,
K01495,Q9SFV7,AT3G07270,,,
K03754,Q9SFW0,AT3G07300,,,
K09561,Q9SRS9,AT3G07370,,,
K17888,Q8VZ52,AT3G07525,,,
K13146,F4JEH2,AT3G07530,,,
K13344,Q9SRR0,AT3G07560,,,
K11087,Q9SSF1,AT3G07590,,,
K11314,Q9SFD5,AT3G07740,,,
K12589,Q9FPI0,AT3G07750,,,
K13118,Q9S7V6,AT3G07790,,,
K00857,Q9S750,AT3G07800,,,
K13153,Q84WS8,AT3G07860,,,
K12462,Q9SFC6,AT3G07880,,,
K03238,F4JFQ0,AT3G07920,,,
K10801,Q0IGK1,AT3G07930,,,
K12486,Q8L7A4,AT3G07940,,,
K15687,Q6IDS6,AT3G08505,,,
K04646,Q0WLB5,AT3G08530,,,
K05863,Q0WVD8,AT3G08580,,,
K03945,Q9C9Z5,AT3G08610,,,
K04688,Q39030,AT3G08720,,,
K02356,Q8VZW6,AT3G08740,,,
K13141,Q8VZA0,AT3G08800,,,
K07204,Q93YQ1,AT3G08850,,,
K14617,Q9SR93,AT3G08930,,,
K14293,F4IYK3,AT3G08943,,,
K07152,Q8VYP0,AT3G08950,,,
K09648,Q9S724,AT3G08980,,,
K13917,Q8L7W6,AT3G09100,,,
K08101,Q9SR43,AT3G09150,,,
K15170,Q8RWM3,AT3G09180,,,
K20029,Q93VV0,AT3G09320,,,
K09562,A8MQ87,AT3G09350,,,
K15728,Q9SF47,AT3G09560,,,
K02930,Q2V3X4,AT3G09630,,,
K10737,Q9SF37,AT3G09660,,,
K02973,Q9SF35,AT3G09680,,,
K14779,Q84TG1,AT3G09720,,,
K08506,Q9SF29,AT3G09740,,,
K00856,Q9SF85,AT3G09820,,,
K13525,P54609,AT3G09840,,,
K17569,Q9SF87,AT3G09850,,,
K07901,Q9SF91,AT3G09900,,,
K01754,Q9ZSS6,AT3G10050,,,
K02979,Q9SR73,AT3G10090,,,
K17790,A2RVP7,AT3G10110,,,
K01930,F4J2K2,AT3G10160,,,
K17262,Q67Z52,AT3G10220,,,
K06443,Q38933,AT3G10230,,,
K02470,Q9SS38,AT3G10270,,,
K00111,Q9SS48,AT3G10370,,,
K06111,Q93YU5,AT3G10380,,,
K13154,Q9CAE4,AT3G10400,,,
K16298,P32826,AT3G10410,,,
K14768,Q9LPP3,AT3G10530,,,
K06276,Q4V3C8,AT3G10540,,,
K18081,F4J3T8,AT3G10550,,,
K15399,Q9SQY7,AT3G10570,,,
K12198,Q9LPN5,AT3G10640,,,
K09013,Q9CAF5,AT3G10670,,,
K02469,Q9CAF6,AT3G10690,,,
K18677,Q8VYG2,AT3G10700,,,
K19347,Q9SG79,AT3G10730,,,
K01209,Q9SG80,AT3G10740,,,
K04564,F4J504,AT3G10920,,,
K02921,Q9SRK6,AT3G10950,,,
K06901,Q9SRK7,AT3G10960,,,
K01227,Q9SRL4,AT3G11040,,,
K07277,Q9SRL6,AT3G11070,,,
K11375,Q9C778,AT3G11220,,,
K00685,Q9C776,AT3G11240,,,
K03038,F4J683,AT3G11270,,,
K03248,F4J6A1,AT3G11400,,,
K09522,F4J6A8,AT3G11450,,,
K09480,W8PUU5,AT3G11670,,,
K04567,Q9ZPI1,AT3G11710,,,
K01633,Q9SF23,AT3G11750,,,
K09499,Q9SF16,AT3G11830,,,
K11838,F4J7I2,AT3G11910,,,
K12501,Q1ACB3,AT3G11945,,,
K12830,Q84R20,AT3G11960,,,
K14792,F4J8K6,AT3G11964,,,
K13356,Q08891,AT3G11980,,,
K03652,Q39147,AT3G12040,,,
K05956,Q9LHL5,AT3G12070,,,
K10256,P46313,AT3G12120,,,
K09529,Q9LH49,AT3G12170,,,
K03950,Q9LHI0,AT3G12260,,,
K11436,Q0WVD6,AT3G12270,,,
K04681,F4J8Q4,AT3G12280,,,
K14826,F4J9Q6,AT3G12340,,,
K02864,Q9LHH1,AT3G12370,,,
K11672,Q940Z2,AT3G12380,,,
K03626,Q9LHG9,AT3G12390,,,
K20547,P19171,AT3G12500,,,
K18059,Q8GYH8,AT3G12520,,,
K10733,Q9C7A8,AT3G12530,,,
K17822,Q9LTV9,AT3G12760,,,
K11320,Q7X9V2,AT3G12810,,,
K03678,Q9LDM2,AT3G12990,,,
K02946,Q9LK61,AT3G13120,,,
K03500,Q8VYC4,AT3G13180,,,
K12863,Q9LK52,AT3G13200,,,
K11884,Q9LTU6,AT3G13230,,,
K11885,F4JC86,AT3G13235,,,
K12616,Q9LTT9,AT3G13290,,,
K06699,F4JC97,AT3G13330,,,
K19589,Q8VXU9,AT3G13440,,,
K20217,B9DGC9,AT3G13550,,,
K12638,Q94IA6,AT3G13730,,,
K03005,Q9LVK6,AT3G13940,,,
K14301,Q8L748,AT3G14120,,,
